,ExpName,PsNum,Age,Sex,Vision,Date,RunType,Distractor,Target,corrAns,arduino_rt,CurrTrialType,PrevTrialType,CurrAcc,PrevAcc,median_distance,Outlier
186,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,359.0,Congruent,Neutral,Correct,Correct,44.0,False
187,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,490.0,Neutral,Congruent,Correct,Correct,96.0,False
188,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,424.0,Congruent,Neutral,Correct,Correct,66.0,False
189,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,467.0,Neutral,Congruent,Correct,Correct,86.0,False
190,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,387.0,Neutral,Neutral,Correct,Correct,60.5,False
192,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,476.0,Neutral,None,Correct,None,Invalid,Invalid
193,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,520.0,Incongruent,Neutral,Correct,Correct,147.0,False
194,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,532.0,Congruent,Incongruent,Correct,Correct,149.0,False
195,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,370.0,Neutral,Congruent,Correct,Correct,75.0,False
196,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,515.0,Incongruent,Neutral,Correct,Correct,142.0,False
197,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,369.0,Neutral,Incongruent,Correct,Correct,79.0,False
198,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,289.0,Neutral,Neutral,Correct,Correct,116.0,False
199,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,-539.0,Incongruent,Neutral,Distractor Response,Correct,Invalid,Invalid
200,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,484.0,Neutral,Incongruent,Correct,Distractor Response,Invalid,Invalid
201,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,440.0,Incongruent,Neutral,Correct,Correct,80.0,False
202,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,507.0,Congruent,Incongruent,Correct,Correct,124.0,False
203,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,-437.0,Congruent,Congruent,Distractor Response,Correct,Invalid,Invalid
204,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,468.0,Congruent,Congruent,Correct,Distractor Response,Invalid,Invalid
205,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,543.0,Neutral,Congruent,Correct,Correct,132.0,False
206,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,357.0,Congruent,Neutral,Correct,Correct,45.0,False
207,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,416.0,Congruent,Congruent,Correct,Correct,60.0,False
208,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,678.0,Incongruent,Congruent,Correct,Correct,192.0,False
209,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,784.0,Neutral,Incongruent,Correct,Correct,351.0,False
210,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,507.0,Incongruent,Neutral,Correct,Correct,134.0,False
211,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,412.0,Neutral,Incongruent,Correct,Correct,93.0,False
212,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,540.0,Neutral,Neutral,Correct,Correct,139.0,False
213,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,445.0,Congruent,Neutral,Correct,Correct,75.0,False
214,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,511.0,Incongruent,Congruent,Correct,Correct,75.0,False
215,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,487.0,Neutral,Incongruent,Correct,Correct,110.0,False
216,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,381.0,Neutral,Neutral,Correct,Correct,62.0,False
217,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,371.0,Congruent,Neutral,Correct,Correct,39.0,False
218,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,347.0,Congruent,Congruent,Correct,Correct,61.0,False
219,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,308.0,Congruent,Congruent,Correct,Correct,79.0,False
220,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,569.0,Incongruent,Congruent,Correct,Correct,98.0,False
221,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,397.0,Congruent,Incongruent,Correct,Correct,43.0,False
222,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,365.0,Neutral,Congruent,Correct,Correct,80.0,False
223,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,540.0,Neutral,Neutral,Correct,Correct,139.0,False
224,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,406.0,Congruent,Neutral,Correct,Correct,51.0,False
225,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,382.0,Neutral,Congruent,Correct,Correct,76.0,False
226,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,371.0,Incongruent,Neutral,Correct,Correct,56.0,False
227,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,355.0,Incongruent,Incongruent,Correct,Correct,40.0,False
228,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,322.0,Neutral,Incongruent,Correct,Correct,116.0,False
229,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,365.0,Congruent,Neutral,Correct,Correct,39.0,False
230,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,515.0,Neutral,Congruent,Correct,Correct,109.0,False
231,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,373.0,Congruent,Neutral,Correct,Correct,41.0,False
232,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,463.0,Neutral,Congruent,Correct,Correct,85.0,False
233,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,341.0,Incongruent,Neutral,Correct,Correct,44.0,False
234,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,403.0,Congruent,Incongruent,Correct,Correct,49.0,False
235,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,383.0,Neutral,Congruent,Correct,Correct,75.0,False
236,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,439.0,Congruent,Neutral,Correct,Correct,74.0,False
237,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,528.0,Incongruent,Congruent,Correct,Correct,76.0,False
238,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,360.0,Congruent,Incongruent,Correct,Correct,43.0,False
239,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,374.0,Incongruent,Congruent,Correct,Correct,113.0,False
240,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,482.0,Incongruent,Incongruent,Correct,Correct,114.0,False
241,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,331.0,Incongruent,Incongruent,Correct,Correct,48.0,False
242,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,335.0,Incongruent,Incongruent,Correct,Correct,44.0,False
243,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,414.0,Congruent,Incongruent,Correct,Correct,58.0,False
244,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,529.0,Congruent,Congruent,Correct,Correct,146.0,False
245,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,538.0,Congruent,Congruent,Correct,Correct,154.0,False
246,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,291.0,Congruent,Congruent,Correct,Correct,96.0,False
247,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,590.0,Incongruent,Congruent,Correct,Correct,107.0,False
248,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,337.0,Incongruent,Incongruent,Correct,Correct,43.0,False
249,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,572.0,Incongruent,Incongruent,Correct,Correct,195.0,True
250,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,380.0,Incongruent,Incongruent,Correct,Correct,45.0,False
251,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,377.0,Congruent,Incongruent,Correct,Correct,36.0,False
252,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,607.0,Incongruent,Congruent,Correct,Correct,122.0,False
253,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,582.0,Incongruent,Incongruent,Correct,Correct,205.0,True
254,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,583.0,Neutral,Incongruent,Correct,Correct,174.0,False
255,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,790.0,Neutral,Neutral,Correct,Correct,386.0,True
256,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,362.0,Incongruent,Neutral,Correct,Correct,52.0,False
257,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,471.0,Congruent,Incongruent,Correct,Correct,94.0,False
258,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,500.0,Neutral,Congruent,Correct,Correct,99.0,False
259,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,602.0,Neutral,Neutral,Correct,Correct,198.0,False
260,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,437.0,Congruent,Neutral,Correct,Correct,76.0,False
261,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,393.0,Incongruent,Congruent,Correct,Correct,95.0,False
262,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,370.0,Neutral,Incongruent,Correct,Correct,78.0,False
263,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,346.0,Neutral,Neutral,Correct,Correct,64.0,False
265,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,-487.0,Congruent,None,Distractor Response,None,Invalid,Invalid
266,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,459.0,Neutral,Congruent,Correct,Distractor Response,Invalid,Invalid
267,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,550.0,Neutral,Neutral,Correct,Correct,149.0,False
268,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,585.0,Incongruent,Neutral,Correct,Correct,206.0,False
269,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,351.0,Neutral,Incongruent,Correct,Correct,96.0,False
270,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,406.0,Congruent,Neutral,Correct,Correct,51.0,False
271,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,431.0,Congruent,Congruent,Correct,Correct,64.0,False
272,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,356.0,Congruent,Congruent,Correct,Correct,69.0,False
273,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,532.0,Incongruent,Congruent,Correct,Correct,77.0,False
274,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,448.0,Neutral,Incongruent,Correct,Correct,98.0,False
275,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,506.0,Incongruent,Neutral,Correct,Correct,133.0,False
276,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,409.0,Incongruent,Incongruent,Correct,Correct,65.0,False
277,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,483.0,Congruent,Incongruent,Correct,Correct,103.0,False
278,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,469.0,Neutral,Congruent,Correct,Correct,87.0,False
279,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,496.0,Neutral,Neutral,Correct,Correct,100.0,False
280,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,768.0,Incongruent,Neutral,Correct,Correct,389.0,True
281,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,494.0,Congruent,Incongruent,Correct,Correct,114.0,False
282,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,489.0,Incongruent,Congruent,Correct,Correct,80.0,False
283,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,360.0,Congruent,Incongruent,Correct,Correct,43.0,False
284,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,367.0,Congruent,Congruent,Correct,Correct,60.0,False
285,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,582.0,Incongruent,Congruent,Correct,Correct,107.0,False
286,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,419.0,Congruent,Incongruent,Correct,Correct,60.5,False
287,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,431.0,Incongruent,Congruent,Correct,Correct,75.0,False
288,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,433.0,Incongruent,Incongruent,Correct,Correct,78.0,False
289,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,393.0,Congruent,Incongruent,Correct,Correct,41.5,False
290,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,411.0,Neutral,Congruent,Correct,Correct,78.0,False
291,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,349.0,Neutral,Neutral,Correct,Correct,62.0,False
292,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,519.0,Congruent,Neutral,Correct,Correct,142.0,False
293,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,377.0,Congruent,Congruent,Correct,Correct,59.0,False
294,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,427.0,Congruent,Congruent,Correct,Correct,60.0,False
295,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,481.0,Congruent,Congruent,Correct,Correct,98.0,False
296,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,332.0,Neutral,Congruent,Correct,Correct,91.0,False
297,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,322.0,Incongruent,Neutral,Correct,Correct,61.0,False
298,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,363.0,Congruent,Incongruent,Correct,Correct,40.0,False
299,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,401.0,Neutral,Congruent,Correct,Correct,69.0,False
300,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,421.0,Neutral,Neutral,Correct,Correct,73.0,False
301,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,403.0,Neutral,Neutral,Correct,Correct,65.5,False
302,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,368.0,Incongruent,Neutral,Correct,Correct,56.0,False
303,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,335.0,Incongruent,Incongruent,Correct,Correct,44.0,False
304,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,391.0,Neutral,Incongruent,Correct,Correct,76.0,False
305,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Right.png,g,266.0,Congruent,Neutral,Correct,Correct,113.0,False
306,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,552.0,Incongruent,Congruent,Correct,Correct,96.0,False
307,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,369.0,Neutral,Incongruent,Correct,Correct,79.0,False
308,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Up.png,j,383.0,Congruent,Neutral,Correct,Correct,48.0,False
309,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,458.0,Neutral,Congruent,Correct,Correct,83.0,False
310,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Up.png,j,377.0,Incongruent,Neutral,Correct,Correct,58.0,False
311,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,337.0,Incongruent,Incongruent,Correct,Correct,43.0,False
312,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,356.0,Incongruent,Incongruent,Correct,Correct,39.0,False
313,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,514.0,Neutral,Incongruent,Correct,Correct,121.0,False
314,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,291.0,Neutral,Neutral,Correct,Correct,114.0,False
315,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Left.png,f,305.0,Congruent,Neutral,Correct,Correct,74.0,False
316,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,467.0,Congruent,Congruent,Correct,Correct,85.0,False
317,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,586.0,Neutral,Congruent,Correct,Correct,174.0,False
318,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,335.0,Neutral,Neutral,Correct,Correct,70.0,False
319,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Left.png,Visual_Stimuli/T_Right.png,g,405.0,Incongruent,Neutral,Correct,Correct,69.0,False
320,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Down.png,n,319.0,Neutral,Incongruent,Correct,Correct,119.0,False
321,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Right.png,Visual_Stimuli/T_Left.png,f,429.0,Incongruent,Neutral,Correct,Correct,77.0,False
322,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Up.png,Visual_Stimuli/T_Down.png,n,301.0,Incongruent,Incongruent,Correct,Correct,78.0,False
323,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Right.png,g,375.0,Neutral,Incongruent,Correct,Correct,81.0,False
324,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/D_Down.png,Visual_Stimuli/T_Down.png,n,327.0,Congruent,Neutral,Correct,Correct,55.0,False
325,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Horiz.png,Visual_Stimuli/T_Left.png,f,350.0,Neutral,Congruent,Correct,Correct,87.0,False
326,Prime-Probe,90000,,,,2022-09-14_09h48.37.147,Test,Visual_Stimuli/N_Vert.png,Visual_Stimuli/T_Up.png,j,345.0,Neutral,Neutral,Correct,Correct,64.0,False
